gene_id	gene_name	chromosome	start	end	strand	type
ENSG00000218698.1	ST13P16	chr6	87444395	87445175	-	processed_pseudogene
ENSG00000164414.17	SLC35A1	chr6	87470623	87512336	+	protein_coding
ENSG00000206715.1	RNU6-444P	chr6	87488445	87488552	+	snRNA
ENSG00000146282.17	RARS2	chr6	87514378	87590003	-	protein_coding
ENSG00000135336.14	ORC3	chr6	87590067	87667453	+	protein_coding
ENSG00000135334.8	AKIRIN2	chr6	87675072	87702209	-	protein_coding
ENSG00000238628.1	RF01210	chr6	87720915	87721018	+	snoRNA
ENSG00000207131.1	RF00019	chr6	87826173	87826285	-	misc_RNA
ENSG00000240997.3	RN7SL183P	chr6	87845650	87845947	+	misc_RNA
ENSG00000271114.1	AL590392.1	chr6	87891424	87891869	+	processed_pseudogene
ENSG00000118434.8	SPACA1	chr6	88047789	88066832	+	protein_coding
ENSG00000118432.12	CNR1	chr6	88139864	88166359	-	protein_coding
ENSG00000279565.1	AL121835.2	chr6	88172261	88175762	+	TEC
ENSG00000234426.2	AL139042.1	chr6	88177804	88421033	-	lincRNA
ENSG00000220131.1	AL121835.1	chr6	88265158	88265511	+	processed_pseudogene
ENSG00000220267.1	ACTBP8	chr6	88275882	88276989	-	processed_pseudogene
ENSG00000111880.15	RNGTT	chr6	88610272	88963721	-	protein_coding
ENSG00000222145.1	RF00045	chr6	88714242	88714430	-	snoRNA
ENSG00000280277.1	AL079342.3	chr6	88964527	88966587	+	TEC
ENSG00000220130.1	AL079342.1	chr6	89001548	89001814	+	processed_pseudogene
ENSG00000220960.1	AL079342.2	chr6	89059628	89060109	+	processed_pseudogene
ENSG00000223001.1	RNU2-61P	chr6	89063500	89063690	-	snRNA
ENSG00000271931.1	AL353135.1	chr6	89080164	89080667	-	antisense
ENSG00000146278.10	PNRC1	chr6	89080751	89085160	+	protein_coding
ENSG00000264017.2	RN7SL336P	chr6	89090946	89091242	+	misc_RNA
ENSG00000154548.8	SRSF12	chr6	89095959	89118081	-	protein_coding
ENSG00000146281.5	PM20D2	chr6	89146050	89165565	+	protein_coding
ENSG00000146276.11	GABRR1	chr6	89177501	89231278	-	protein_coding
ENSG00000111886.10	GABRR2	chr6	89257208	89315299	-	protein_coding
ENSG00000220418.1	TUBB3P1	chr6	89301783	89303114	+	processed_pseudogene
ENSG00000198833.6	UBE2J1	chr6	89326625	89352848	-	protein_coding
ENSG00000025039.14	RRAGD	chr6	89364636	89412270	-	protein_coding
ENSG00000218965.1	NACAP7	chr6	89422099	89423048	-	processed_pseudogene
ENSG00000135299.16	ANKRD6	chr6	89433170	89633834	+	protein_coding
ENSG00000239316.3	RN7SL11P	chr6	89478141	89478433	+	misc_RNA
ENSG00000237027.1	AL159174.1	chr6	89560875	89567044	-	antisense
ENSG00000083099.10	LYRM2	chr6	89568144	89638753	-	protein_coding
ENSG00000112159.11	MDN1	chr6	89642499	89819723	-	protein_coding
ENSG00000228124.1	AL096678.1	chr6	89673469	89675783	+	antisense
ENSG00000220871.1	DNAJC19P6	chr6	89797598	89797877	+	processed_pseudogene
ENSG00000217653.1	AL353692.1	chr6	89814709	89815463	+	processed_pseudogene
ENSG00000118412.12	CASP8AP2	chr6	89829894	89874436	+	protein_coding
ENSG00000199630.1	RF00019	chr6	89841329	89841424	+	misc_RNA
ENSG00000218300.1	RPL22P14	chr6	89876544	89876878	+	processed_pseudogene
ENSG00000219240.2	AL353692.2	chr6	89886156	89887848	+	processed_pseudogene
ENSG00000135355.4	GJA10	chr6	89894469	89921760	+	protein_coding
ENSG00000252891.1	RF00019	chr6	89898283	89898392	-	misc_RNA
ENSG00000112182.14	BACH2	chr6	89926529	90296908	-	protein_coding
ENSG00000226455.1	AL121787.1	chr6	89950116	89953186	+	antisense
ENSG00000222078.1	RN7SKP110	chr6	90001222	90001506	-	misc_RNA
ENSG00000218730.1	AL117342.1	chr6	90116700	90117105	-	processed_pseudogene
ENSG00000266760.1	MIR4464	chr6	90312742	90312833	+	miRNA
ENSG00000260271.2	AL132996.1	chr6	90320443	90362632	+	lincRNA
ENSG00000135341.17	MAP3K7	chr6	90513573	90587045	-	protein_coding
ENSG00000224605.1	AL080284.1	chr6	91390313	91393000	-	lincRNA
ENSG00000263734.1	MIR4643	chr6	91521660	91521737	+	miRNA
ENSG00000224944.1	CASC6	chr6	91629915	91690428	-	lincRNA
ENSG00000262095.1	MTATP6P25	chr6	91726810	91727070	+	processed_pseudogene
ENSG00000219087.2	MTND4LP19	chr6	91727159	91727324	+	processed_pseudogene
ENSG00000220340.1	MTCO1P56	chr6	91727282	91727505	-	processed_pseudogene
ENSG00000240961.3	RN7SL415P	chr6	91739609	91739897	+	misc_RNA
ENSG00000219867.1	AL590635.1	chr6	91815843	91816428	-	processed_pseudogene
ENSG00000285961.1	AL590814.1	chr6	92002610	92180156	-	lincRNA
ENSG00000220553.1	RPL5P19	chr6	92013842	92014734	+	processed_pseudogene
ENSG00000200492.2	RF00012	chr6	92119423	92119633	+	snoRNA
ENSG00000261038.1	AL133457.1	chr6	92387841	92388827	-	lincRNA
ENSG00000220908.2	LINC02531	chr6	92723003	92723829	-	lincRNA
ENSG00000221455.2	RF00012	chr6	92790453	92790665	+	snoRNA
ENSG00000219387.2	ATF1P1	chr6	92887251	92888581	-	processed_pseudogene
ENSG00000235099.1	AL138731.1	chr6	93070387	93103384	+	lincRNA
ENSG00000213187.3	COPS5P1	chr6	93091976	93092760	-	processed_pseudogene
ENSG00000135333.13	EPHA7	chr6	93240020	93419547	-	protein_coding
ENSG00000280451.1	AL356094.1	chr6	93811825	93813036	+	TEC
ENSG00000252249.1	RF00425	chr6	93879106	93879229	+	snoRNA
ENSG00000229600.1	AL391336.1	chr6	93886900	93889410	+	lincRNA
ENSG00000231143.1	AL157378.1	chr6	94163920	94194658	+	lincRNA
ENSG00000220370.1	AL078595.1	chr6	94344737	94344962	+	processed_pseudogene
ENSG00000279403.1	AL078595.3	chr6	94397664	94398829	+	TEC
ENSG00000270484.1	AL078595.2	chr6	94442030	94443809	-	processed_pseudogene
ENSG00000216853.1	MTCYBP36	chr6	94446740	94447179	-	processed_pseudogene
ENSG00000219627.1	CYCSP17	chr6	95504182	95504496	+	processed_pseudogene
ENSG00000261366.1	MANEA-DT	chr6	95575183	95577450	-	antisense
ENSG00000172469.15	MANEA	chr6	95577543	95609457	+	protein_coding
ENSG00000219549.1	AL607077.1	chr6	95630115	95632929	-	processed_pseudogene
ENSG00000219941.1	KRT18P50	chr6	95991107	95992349	+	processed_pseudogene
ENSG00000172461.10	FUT9	chr6	96015984	96215612	+	protein_coding
ENSG00000242560.3	RN7SL797P	chr6	96282567	96282863	+	misc_RNA
ENSG00000233797.1	UFL1-AS1	chr6	96358374	96521669	-	antisense
ENSG00000014123.9	UFL1	chr6	96521595	96555276	+	protein_coding
ENSG00000112214.10	FHL5	chr6	96562548	96616636	+	protein_coding
ENSG00000213183.3	RPS7P8	chr6	96648489	96649069	-	processed_pseudogene
ENSG00000207309.1	RNU4-70P	chr6	96649453	96649591	-	snRNA
ENSG00000219139.1	TYMSP1	chr6	96653274	96654142	+	processed_pseudogene
ENSG00000217331.1	AL355143.1	chr6	96672129	96672969	-	processed_pseudogene
ENSG00000216518.1	EEF1GP6	chr6	96750824	96751728	+	processed_pseudogene
ENSG00000224384.1	AL033379.1	chr6	96785137	96795821	+	antisense
ENSG00000112218.8	GPR63	chr6	96794126	96837463	-	protein_coding
ENSG00000123545.5	NDUFAF4	chr6	96889313	96897881	-	protein_coding
ENSG00000263479.2	RN7SL509P	chr6	96914699	96914995	-	misc_RNA
ENSG00000186231.16	KLHL32	chr6	96924620	97140754	+	protein_coding
ENSG00000146263.11	MMS22L	chr6	97142161	97283217	-	protein_coding
ENSG00000271860.6	AL589740.1	chr6	97283303	98399872	+	lincRNA
ENSG00000226207.1	AL080316.1	chr6	97710953	97717197	-	lincRNA
ENSG00000238367.1	MIR2113	chr6	98024531	98024621	+	miRNA
ENSG00000220505.2	EIF4EBP2P3	chr6	98179499	98179832	-	processed_pseudogene
ENSG00000236920.2	AL590727.1	chr6	98210020	98214683	-	lincRNA
ENSG00000187472.4	AL589826.1	chr6	98780257	98780505	-	processed_pseudogene
ENSG00000283010.1	AL589826.2	chr6	98829967	98832508	-	lincRNA
ENSG00000184486.9	POU3F2	chr6	98834592	98839470	+	protein_coding
ENSG00000112234.8	FBXL4	chr6	98868538	98948006	-	protein_coding
ENSG00000271042.1	AL078603.1	chr6	99082449	99082761	+	processed_pseudogene
ENSG00000265226.1	MIR548AI	chr6	99124609	99124696	+	miRNA
ENSG00000232699.3	BDH2P1	chr6	99174744	99175479	+	processed_pseudogene
ENSG00000146267.11	FAXC	chr6	99271169	99350062	-	protein_coding
ENSG00000132423.11	COQ3	chr6	99369400	99394204	-	protein_coding
ENSG00000132424.15	PNISR	chr6	99398051	99425331	-	protein_coding
ENSG00000228506.1	AL513550.1	chr6	99424922	99431373	+	antisense
ENSG00000123552.17	USP45	chr6	99432379	99521728	-	protein_coding
ENSG00000228439.5	TSTD3	chr6	99520693	99531918	+	protein_coding
ENSG00000274603.1	RF00019	chr6	99526097	99526205	+	misc_RNA
ENSG00000112237.12	CCNC	chr6	99542380	99568973	-	protein_coding
ENSG00000272017.1	AL137784.2	chr6	99568097	99569096	+	antisense
ENSG00000219755.1	AL137784.1	chr6	99575712	99576456	+	processed_pseudogene
ENSG00000279170.1	AL137784.3	chr6	99587611	99589898	+	TEC
ENSG00000112238.11	PRDM13	chr6	99606730	99615578	+	protein_coding
ENSG00000199303.1	RF00019	chr6	99642237	99642347	-	misc_RNA
ENSG00000152034.10	MCHR2	chr6	99919910	99994247	-	protein_coding
ENSG00000229315.6	MCHR2-AS1	chr6	99993944	100076413	+	antisense
ENSG00000219257.2	NPM1P38	chr6	100050372	100051236	-	processed_pseudogene
ENSG00000275716.1	AL080285.2	chr6	100093311	100093768	-	processed_pseudogene
ENSG00000213177.3	PRDX2P4	chr6	100136064	100136663	+	processed_pseudogene
ENSG00000216378.1	AL080285.1	chr6	100177209	100178192	+	processed_pseudogene
ENSG00000112246.9	SIM1	chr6	100385015	100464929	-	protein_coding
ENSG00000228082.1	Z86062.2	chr6	100427118	100437484	+	antisense
ENSG00000112249.13	ASCC3	chr6	100508194	100881372	-	protein_coding
ENSG00000220695.1	Z86062.1	chr6	100530276	100531052	+	processed_pseudogene
ENSG00000260000.2	AL133338.1	chr6	100881471	100882987	+	antisense
ENSG00000270987.1	AL133338.2	chr6	100889603	100890338	+	processed_pseudogene
ENSG00000164418.20	GRIK2	chr6	101181257	102070083	+	protein_coding
ENSG00000218475.2	ACTG1P18	chr6	101430411	101431553	-	processed_pseudogene
ENSG00000218536.1	AP002530.1	chr6	102078872	102079555	+	processed_pseudogene
ENSG00000219757.1	AL357139.1	chr6	102453367	102453792	-	processed_pseudogene
ENSG00000217120.1	Z98755.1	chr6	103002514	103003897	+	processed_pseudogene
ENSG00000202283.1	RF00438	chr6	103583135	103583268	+	snoRNA
ENSG00000216817.1	R3HDM2P2	chr6	104017633	104019748	-	processed_pseudogene
ENSG00000214428.3	NPM1P10	chr6	104025540	104026763	-	processed_pseudogene
ENSG00000218173.1	AL356967.1	chr6	104687241	104687671	+	processed_pseudogene
ENSG00000085382.11	HACE1	chr6	104728093	104859919	-	protein_coding
ENSG00000252944.1	RNU6-897P	chr6	104766822	104766926	+	snRNA
ENSG00000227535.2	AL357315.1	chr6	104831129	104845820	-	sense_overlapping
ENSG00000271099.1	AL357315.2	chr6	104860449	104862123	+	processed_pseudogene
ENSG00000203809.6	LIN28B-AS1	chr6	104864464	104941447	-	lincRNA
ENSG00000187772.7	LIN28B	chr6	104936616	105083332	+	protein_coding
ENSG00000212147.1	RNU6-1106P	chr6	105045562	105045668	-	snRNA
ENSG00000112276.13	BVES	chr6	105096822	105137174	-	protein_coding
ENSG00000203808.11	BVES-AS1	chr6	105136308	105169945	+	antisense
ENSG00000132429.9	POPDC3	chr6	105158280	105179995	-	protein_coding
ENSG00000272102.1	AL133406.3	chr6	105273220	105273760	-	lincRNA
ENSG00000085377.13	PREP	chr6	105277565	105403084	-	protein_coding
ENSG00000231628.1	AL133406.2	chr6	105279016	105281755	+	antisense
ENSG00000216639.1	AL133406.1	chr6	105298149	105298895	+	processed_pseudogene
ENSG00000219902.1	RPL35P3	chr6	105302453	105302823	-	processed_pseudogene
ENSG00000237567.1	Z97206.2	chr6	105612667	105632196	-	lincRNA
ENSG00000219088.1	Z97206.1	chr6	105666326	105667998	+	processed_pseudogene
ENSG00000284999.1	AL591518.1	chr6	105679378	105893041	-	lincRNA
ENSG00000200198.1	RN7SKP211	chr6	105904373	105904687	+	misc_RNA
ENSG00000057663.15	ATG5	chr6	106045423	106325791	-	protein_coding
ENSG00000057657.16	PRDM1	chr6	106086320	106109939	+	protein_coding
ENSG00000269919.1	AL022067.1	chr6	106100140	106100593	+	sense_intronic
ENSG00000273744.1	RF00015	chr6	106271634	106271720	+	snRNA
ENSG00000244710.3	RN7SL47P	chr6	106283413	106283711	-	misc_RNA
ENSG00000252444.1	RNU6-344P	chr6	106304176	106304286	+	snRNA
ENSG00000233941.1	AL356859.1	chr6	106358566	106359717	-	antisense
ENSG00000112297.14	CRYBG1	chr6	106360808	106571978	+	protein_coding
ENSG00000207499.1	RF00019	chr6	106420706	106420807	+	misc_RNA
ENSG00000202386.1	RNA5SP211	chr6	106449381	106449497	+	rRNA_pseudogene
ENSG00000282408.1	AL109920.1	chr6	106451496	106457248	-	antisense
ENSG00000200314.1	RF00019	chr6	106454828	106454929	+	misc_RNA
ENSG00000130347.12	RTN4IP1	chr6	106571971	106629487	-	protein_coding
ENSG00000200295.1	RNU6-527P	chr6	106607716	106607819	+	snRNA
ENSG00000130348.11	QRSL1	chr6	106629578	106668417	+	protein_coding
ENSG00000216977.1	RPL21P65	chr6	106642463	106642928	+	processed_pseudogene
ENSG00000229654.1	LINC02526	chr6	106695535	106699994	+	lincRNA
ENSG00000235142.8	LINC02532	chr6	106717452	106787541	-	lincRNA
ENSG00000202285.1	RNU6-117P	chr6	106738948	106739054	-	snRNA
ENSG00000207577.1	MIR587	chr6	106784125	106784220	+	miRNA
ENSG00000272398.5	CD24	chr6	106969831	106975627	-	protein_coding
ENSG00000130349.9	C6orf203	chr6	107028213	107051342	+	protein_coding
ENSG00000178409.13	BEND3	chr6	107065182	107115269	-	protein_coding
ENSG00000252125.1	RNU6-1299P	chr6	107133071	107133170	+	snRNA
ENSG00000164494.11	PDSS2	chr6	107152557	107459564	-	protein_coding
ENSG00000276620.1	AL591516.1	chr6	107192300	107192573	+	processed_pseudogene
ENSG00000220237.1	RPS24P12	chr6	107229759	107230152	+	processed_pseudogene
ENSG00000112320.11	SOBP	chr6	107489958	107660167	+	protein_coding
ENSG00000234206.5	AL121957.1	chr6	107509803	107511721	-	antisense
ENSG00000280135.1	AL096816.1	chr6	107697299	107700218	-	TEC
ENSG00000146285.13	SCML4	chr6	107704104	107824317	-	protein_coding
ENSG00000025796.13	SEC63	chr6	107867756	107958189	-	protein_coding
ENSG00000238420.1	RNU6-437P	chr6	107930088	107930182	+	snRNA
ENSG00000232778.1	RPL23AP50	chr6	107931800	107932254	+	processed_pseudogene
ENSG00000272476.1	AL024507.2	chr6	107957413	107959986	+	antisense
ENSG00000224987.1	AL024507.1	chr6	107985089	107985690	-	processed_pseudogene
ENSG00000253090.2	RF00045	chr6	107985659	107985773	-	snoRNA
ENSG00000231112.1	MTHFD2P3	chr6	107985811	107986031	-	processed_pseudogene
ENSG00000225093.1	RPL3P7	chr6	108004357	108005568	-	processed_pseudogene
ENSG00000271734.1	Z98200.1	chr6	108030249	108030718	-	lincRNA
ENSG00000081087.14	OSTM1	chr6	108041409	108165854	-	protein_coding
ENSG00000238490.1	RF00019	chr6	108060818	108060930	+	misc_RNA
ENSG00000225174.1	OSTM1-AS1	chr6	108123515	108159392	+	lincRNA
ENSG00000112333.11	NR2E1	chr6	108166058	108188809	+	protein_coding
ENSG00000279398.1	AL078596.1	chr6	108178871	108179317	+	TEC
ENSG00000112335.14	SNX3	chr6	108211222	108261260	-	protein_coding
ENSG00000233511.1	Z98742.2	chr6	108252214	108252400	+	processed_pseudogene
ENSG00000212525.1	RNA5SP212	chr6	108252401	108252507	+	rRNA_pseudogene
ENSG00000230248.1	Z98742.1	chr6	108275642	108276546	+	lincRNA
ENSG00000206974.1	RNU6-1144P	chr6	108292766	108292869	+	snRNA
ENSG00000135537.16	AFG1L	chr6	108294894	108526796	+	protein_coding
ENSG00000238055.1	Z98742.3	chr6	108318079	108318404	+	processed_pseudogene
ENSG00000279498.1	AL356121.2	chr6	108359084	108359863	-	TEC
ENSG00000238079.1	AL356121.1	chr6	108372772	108372927	-	processed_pseudogene
ENSG00000227072.1	AL353706.1	chr6	108387512	108388080	+	processed_pseudogene
ENSG00000200799.1	RNU6-770P	chr6	108392073	108392177	+	snRNA
ENSG00000271608.1	AL391646.1	chr6	108551018	108551207	-	processed_pseudogene
ENSG00000118689.14	FOXO3	chr6	108559835	108684774	+	protein_coding
ENSG00000228976.1	SUMO2P8	chr6	108618000	108618285	-	processed_pseudogene
ENSG00000203801.8	LINC00222	chr6	108751654	108769942	+	lincRNA
ENSG00000219565.2	ZNF259P1	chr6	108782126	108787053	-	transcribed_processed_pseudogene
ENSG00000231559.1	Z95118.1	chr6	108817680	108817926	+	processed_pseudogene
ENSG00000118690.12	ARMC2	chr6	108848416	108974472	+	protein_coding
ENSG00000218872.1	AL445189.1	chr6	108856400	108856737	-	processed_pseudogene
ENSG00000228834.1	AL445189.2	chr6	108907615	108907873	-	processed_pseudogene
ENSG00000230290.1	ARMC2-AS1	chr6	108922976	108924103	-	antisense
ENSG00000080546.13	SESN1	chr6	108986437	109094819	-	protein_coding
ENSG00000271730.1	AL390208.1	chr6	108998482	108999125	+	antisense
ENSG00000199944.1	RNU6-653P	chr6	109059509	109059614	-	snRNA
ENSG00000183137.14	CEP57L1	chr6	109095110	109163932	+	protein_coding
ENSG00000203799.12	CCDC162P	chr6	109165831	109355063	+	transcribed_unitary_pseudogene
ENSG00000233908.1	AL359711.1	chr6	109288440	109288562	+	processed_pseudogene
ENSG00000219700.1	PTCHD3P3	chr6	109288571	109290503	-	processed_pseudogene
ENSG00000201023.1	RNY3P11	chr6	109305494	109305595	+	misc_RNA
ENSG00000218632.3	RPL7P28	chr6	109327175	109327914	-	processed_pseudogene
ENSG00000135535.16	CD164	chr6	109366514	109382812	-	protein_coding
ENSG00000260273.1	AL359711.2	chr6	109382795	109383666	+	antisense
ENSG00000185250.15	PPIL6	chr6	109390215	109441171	-	protein_coding
ENSG00000135587.8	SMPD2	chr6	109440763	109443919	+	protein_coding
ENSG00000135596.17	MICAL1	chr6	109444062	109465968	-	protein_coding
ENSG00000112365.4	ZBTB24	chr6	109462594	109483237	-	protein_coding
ENSG00000223537.2	AL109947.1	chr6	109487906	109506800	+	antisense
ENSG00000155085.15	AK9	chr6	109492856	109691217	-	protein_coding
ENSG00000112367.10	FIG4	chr6	109691312	109825428	+	protein_coding
ENSG00000232311.1	AL512303.1	chr6	109826522	109828785	+	lincRNA
ENSG00000146360.8	GPR6	chr6	109978256	109980718	+	protein_coding
ENSG00000112290.12	WASF1	chr6	110099819	110180004	-	protein_coding
ENSG00000168438.14	CDC40	chr6	110180141	110254275	+	protein_coding
ENSG00000053328.8	METTL24	chr6	110245928	110358272	-	protein_coding
ENSG00000203797.9	DDO	chr6	110391771	110415562	-	protein_coding
ENSG00000004809.13	SLC22A16	chr6	110424687	110476641	-	protein_coding
ENSG00000241162.3	RN7SL617P	chr6	110439996	110440303	-	misc_RNA
ENSG00000260188.1	AC002464.1	chr6	110477907	110479436	+	antisense
ENSG00000219559.1	AL512430.3	chr6	110562175	110562615	-	processed_pseudogene
ENSG00000270934.1	AL512430.4	chr6	110598093	110598705	+	processed_pseudogene
ENSG00000155111.14	CDK19	chr6	110609978	110815958	-	protein_coding
ENSG00000213150.2	AL512430.1	chr6	110645699	110646558	+	processed_pseudogene
ENSG00000217041.1	AL512430.2	chr6	110700562	110700900	+	processed_pseudogene
ENSG00000219150.2	AL603914.1	chr6	110706362	110706882	-	processed_pseudogene
ENSG00000200522.1	RNU6-957P	chr6	110722250	110722348	-	snRNA
ENSG00000212587.1	SNORA40C	chr6	110848546	110848673	+	snoRNA
ENSG00000199360.1	RNU6-1115P	chr6	110856417	110856522	+	snRNA
ENSG00000213149.3	CNN2P9	chr6	110858239	110859147	+	processed_pseudogene
ENSG00000271607.1	Z84480.1	chr6	110863860	110864451	+	processed_pseudogene
ENSG00000123505.15	AMD1	chr6	110874770	110895713	+	protein_coding
ENSG00000219329.1	AL357515.1	chr6	110923566	110924107	+	processed_pseudogene
ENSG00000155115.6	GTF3C6	chr6	110958560	110967890	+	protein_coding
ENSG00000197498.12	RPF2	chr6	110982015	111028263	+	protein_coding
ENSG00000218803.1	GSTM2P1	chr6	111046868	111047521	-	processed_pseudogene
ENSG00000112394.16	SLC16A10	chr6	111087503	111231194	+	protein_coding
ENSG00000200926.1	RNU6-960P	chr6	111091213	111091332	-	snRNA
ENSG00000231046.1	AL360227.1	chr6	111227747	111259034	-	antisense
ENSG00000173214.5	MFSD4B	chr6	111259348	111271167	+	protein_coding
ENSG00000230177.1	AL080317.1	chr6	111277932	111278742	+	antisense
ENSG00000271789.1	AL080317.2	chr6	111297126	111298510	+	lincRNA
ENSG00000009413.15	REV3L	chr6	111299028	111483715	-	protein_coding
ENSG00000272356.1	AL080317.3	chr6	111309203	111313517	+	antisense
ENSG00000220392.1	FCF1P5	chr6	111353702	111354183	+	processed_pseudogene
ENSG00000229276.1	REV3L-IT1	chr6	111360641	111361607	-	sense_intronic
ENSG00000218676.1	BRD7P4	chr6	111430260	111431781	+	processed_pseudogene
ENSG00000231889.7	TRAF3IP2-AS1	chr6	111483511	111598302	+	antisense
ENSG00000220506.2	AL136310.1	chr6	111494991	111495713	-	processed_pseudogene
ENSG00000056972.18	TRAF3IP2	chr6	111556454	111606278	-	protein_coding
ENSG00000255389.1	Z97989.1	chr6	111599875	111602295	+	antisense
ENSG00000010810.17	FYN	chr6	111660332	111873452	-	protein_coding
ENSG00000227012.2	LINC02527	chr6	111900489	111901851	-	lincRNA
ENSG00000112761.20	WISP3	chr6	112054072	112070969	+	protein_coding
ENSG00000074935.13	TUBE1	chr6	112070777	112087529	-	protein_coding
ENSG00000203778.7	FAM229B	chr6	112087599	112102790	+	protein_coding
ENSG00000112769.18	LAMA4	chr6	112108760	112254939	-	protein_coding
ENSG00000237234.7	Z99289.1	chr6	112154765	112166476	+	antisense
ENSG00000207044.1	RNU6-1226P	chr6	112196440	112196546	-	snRNA
ENSG00000270661.1	Z99289.2	chr6	112217640	112219570	-	lincRNA
ENSG00000271208.1	Z99289.3	chr6	112234165	112234758	-	lincRNA
ENSG00000226440.7	AL365214.2	chr6	112236093	112307009	+	antisense
ENSG00000281613.2	AL365214.3	chr6	112236806	112350094	+	protein_coding
ENSG00000216663.3	AL365214.1	chr6	112325753	112326749	-	processed_pseudogene
ENSG00000251258.1	RFPL4B	chr6	112347330	112351296	+	protein_coding
ENSG00000219773.1	RPSAP45	chr6	112355841	112356714	-	processed_pseudogene
ENSG00000215807.4	KRT18P65	chr6	112361437	112362722	-	processed_pseudogene
ENSG00000217770.1	FEM1AP3	chr6	112365704	112367444	-	processed_pseudogene
ENSG00000232299.1	AL357514.1	chr6	112476538	112481636	-	lincRNA
ENSG00000225580.2	AL358942.1	chr6	112616703	112617880	-	processed_pseudogene
ENSG00000271498.1	AL360085.1	chr6	112825939	112826470	+	processed_pseudogene
ENSG00000201386.1	RNU6-1163P	chr6	112971493	112971599	+	snRNA
